ID,Name,dept,date,time_slot
11,Applicant_11,Dept_3,2024-09-23,09:00-11:00
11,Applicant_11,Dept_3,2024-09-19,12:00-13:00
11,Applicant_11,Dept_2,2024-09-22,15:00-16:00
11,Applicant_11,Dept_3,2024-09-24,15:00-16:00
11,Applicant_11,Dept_2,2024-09-23,15:00-17:00
12,Applicant_12,Dept_3,2024-09-21,09:00-11:00
12,Applicant_12,Dept_3,2024-09-20,13:00-14:00
12,Applicant_12,Dept_3,2024-09-21,11:00-13:00
12,Applicant_12,Dept_3,2024-09-19,18:00-20:00
12,Applicant_12,Dept_3,2024-09-20,10:00-11:00
12,Applicant_12,Dept_3,2024-09-20,10:00-11:00
12,Applicant_12,Dept_2,2024-09-23,14:00-15:00
12,Applicant_12,Dept_3,2024-09-23,15:00-16:00
12,Applicant_12,Dept_3,2024-09-25,17:00-19:00
12,Applicant_12,Dept_2,2024-09-23,18:00-20:00
13,Applicant_13,Dept_1,2024-09-23,16:00-18:00
13,Applicant_13,Dept_4,2024-09-22,14:00-15:00
13,Applicant_13,Dept_1,2024-09-26,13:00-15:00
13,Applicant_13,Dept_1,2024-09-26,12:00-14:00
13,Applicant_13,Dept_1,2024-09-25,18:00-20:00
13,Applicant_13,Dept_1,2024-09-25,12:00-13:00
14,Applicant_14,Dept_2,2024-09-20,17:00-18:00
14,Applicant_14,Dept_4,2024-09-19,19:00-20:00
14,Applicant_14,Dept_4,2024-09-20,13:00-15:00
14,Applicant_14,Dept_4,2024-09-21,18:00-20:00
14,Applicant_14,Dept_4,2024-09-24,17:00-18:00
14,Applicant_14,Dept_4,2024-09-21,14:00-16:00
14,Applicant_14,Dept_2,2024-09-19,09:00-11:00
14,Applicant_14,Dept_4,2024-09-24,18:00-19:00
15,Applicant_15,Dept_3,2024-09-24,17:00-18:00
15,Applicant_15,Dept_4,2024-09-20,12:00-13:00
15,Applicant_15,Dept_3,2024-09-19,13:00-14:00
15,Applicant_15,Dept_4,2024-09-19,16:00-18:00
15,Applicant_15,Dept_3,2024-09-26,18:00-19:00
15,Applicant_15,Dept_3,2024-09-24,13:00-15:00
15,Applicant_15,Dept_4,2024-09-24,13:00-15:00
15,Applicant_15,Dept_3,2024-09-20,12:00-14:00
16,Applicant_16,Dept_4,2024-09-23,15:00-16:00
16,Applicant_16,Dept_4,2024-09-25,17:00-19:00
16,Applicant_16,Dept_4,2024-09-25,10:00-12:00
16,Applicant_16,Dept_4,2024-09-25,13:00-15:00
16,Applicant_16,Dept_4,2024-09-23,18:00-19:00
17,Applicant_17,Dept_4,2024-09-20,13:00-15:00
17,Applicant_17,Dept_2,2024-09-25,17:00-18:00
17,Applicant_17,Dept_2,2024-09-19,13:00-15:00
17,Applicant_17,Dept_2,2024-09-24,10:00-12:00
17,Applicant_17,Dept_2,2024-09-19,10:00-11:00
17,Applicant_17,Dept_4,2024-09-22,14:00-15:00
17,Applicant_17,Dept_2,2024-09-20,17:00-18:00
17,Applicant_17,Dept_4,2024-09-19,18:00-19:00
18,Applicant_18,Dept_3,2024-09-23,15:00-17:00
18,Applicant_18,Dept_3,2024-09-19,17:00-18:00
18,Applicant_18,Dept_4,2024-09-19,09:00-10:00
18,Applicant_18,Dept_4,2024-09-21,12:00-14:00
18,Applicant_18,Dept_4,2024-09-20,12:00-14:00
18,Applicant_18,Dept_4,2024-09-25,10:00-12:00
19,Applicant_19,Dept_4,2024-09-25,16:00-18:00
19,Applicant_19,Dept_4,2024-09-23,18:00-19:00
19,Applicant_19,Dept_4,2024-09-20,19:00-20:00
19,Applicant_19,Dept_1,2024-09-21,19:00-21:00
19,Applicant_19,Dept_1,2024-09-25,13:00-15:00
19,Applicant_19,Dept_4,2024-09-22,12:00-13:00
20,Applicant_20,Dept_3,2024-09-22,10:00-12:00
20,Applicant_20,Dept_4,2024-09-26,11:00-13:00
20,Applicant_20,Dept_3,2024-09-22,15:00-17:00
20,Applicant_20,Dept_4,2024-09-25,13:00-15:00
20,Applicant_20,Dept_4,2024-09-21,17:00-18:00
20,Applicant_20,Dept_4,2024-09-19,09:00-10:00
20,Applicant_20,Dept_4,2024-09-21,14:00-15:00
21,Applicant_21,Dept_3,2024-09-20,15:00-17:00
21,Applicant_21,Dept_4,2024-09-20,15:00-16:00
21,Applicant_21,Dept_4,2024-09-20,18:00-20:00
21,Applicant_21,Dept_3,2024-09-26,13:00-15:00
21,Applicant_21,Dept_4,2024-09-21,19:00-21:00
21,Applicant_21,Dept_3,2024-09-22,17:00-19:00
21,Applicant_21,Dept_4,2024-09-20,14:00-15:00
21,Applicant_21,Dept_3,2024-09-24,17:00-19:00
21,Applicant_21,Dept_3,2024-09-20,19:00-20:00
22,Applicant_22,Dept_1,2024-09-22,17:00-18:00
22,Applicant_22,Dept_3,2024-09-24,19:00-20:00
22,Applicant_22,Dept_1,2024-09-19,11:00-13:00
22,Applicant_22,Dept_3,2024-09-25,17:00-18:00
22,Applicant_22,Dept_3,2024-09-20,15:00-16:00
22,Applicant_22,Dept_1,2024-09-25,15:00-17:00
22,Applicant_22,Dept_1,2024-09-19,14:00-16:00
23,Applicant_23,Dept_3,2024-09-20,19:00-21:00
23,Applicant_23,Dept_1,2024-09-26,12:00-13:00
23,Applicant_23,Dept_3,2024-09-20,10:00-12:00
23,Applicant_23,Dept_3,2024-09-25,18:00-19:00
23,Applicant_23,Dept_1,2024-09-23,13:00-15:00
23,Applicant_23,Dept_3,2024-09-24,14:00-16:00
23,Applicant_23,Dept_3,2024-09-20,16:00-18:00
24,Applicant_24,Dept_4,2024-09-23,18:00-20:00
24,Applicant_24,Dept_4,2024-09-21,15:00-16:00
24,Applicant_24,Dept_1,2024-09-23,18:00-19:00
24,Applicant_24,Dept_1,2024-09-21,12:00-13:00
24,Applicant_24,Dept_4,2024-09-24,16:00-18:00
24,Applicant_24,Dept_4,2024-09-19,19:00-21:00
24,Applicant_24,Dept_4,2024-09-23,18:00-20:00
25,Applicant_25,Dept_4,2024-09-21,17:00-19:00
25,Applicant_25,Dept_1,2024-09-19,12:00-14:00
25,Applicant_25,Dept_4,2024-09-25,19:00-21:00
25,Applicant_25,Dept_1,2024-09-22,19:00-21:00
25,Applicant_25,Dept_4,2024-09-22,14:00-15:00
25,Applicant_25,Dept_4,2024-09-22,14:00-15:00
26,Applicant_26,Dept_4,2024-09-22,12:00-13:00
26,Applicant_26,Dept_3,2024-09-19,14:00-16:00
26,Applicant_26,Dept_3,2024-09-25,19:00-21:00
26,Applicant_26,Dept_3,2024-09-22,13:00-14:00
26,Applicant_26,Dept_3,2024-09-23,18:00-20:00
26,Applicant_26,Dept_4,2024-09-22,13:00-15:00
26,Applicant_26,Dept_3,2024-09-23,09:00-11:00
27,Applicant_27,Dept_4,2024-09-20,16:00-18:00
27,Applicant_27,Dept_4,2024-09-24,19:00-21:00
27,Applicant_27,Dept_2,2024-09-26,15:00-17:00
27,Applicant_27,Dept_2,2024-09-19,15:00-17:00
27,Applicant_27,Dept_2,2024-09-25,19:00-20:00
27,Applicant_27,Dept_4,2024-09-22,16:00-18:00
27,Applicant_27,Dept_2,2024-09-26,18:00-20:00
28,Applicant_28,Dept_3,2024-09-22,10:00-11:00
28,Applicant_28,Dept_3,2024-09-23,09:00-11:00
28,Applicant_28,Dept_1,2024-09-21,13:00-15:00
28,Applicant_28,Dept_1,2024-09-22,16:00-18:00
28,Applicant_28,Dept_1,2024-09-22,12:00-13:00
28,Applicant_28,Dept_1,2024-09-23,13:00-15:00
28,Applicant_28,Dept_3,2024-09-24,14:00-15:00
28,Applicant_28,Dept_1,2024-09-26,18:00-20:00
29,Applicant_29,Dept_2,2024-09-22,11:00-12:00
29,Applicant_29,Dept_2,2024-09-26,09:00-11:00
29,Applicant_29,Dept_4,2024-09-20,15:00-16:00
29,Applicant_29,Dept_4,2024-09-23,19:00-21:00
29,Applicant_29,Dept_2,2024-09-26,13:00-14:00
29,Applicant_29,Dept_2,2024-09-26,13:00-14:00
29,Applicant_29,Dept_2,2024-09-21,17:00-18:00
30,Applicant_30,Dept_3,2024-09-19,16:00-17:00
30,Applicant_30,Dept_4,2024-09-23,18:00-19:00
30,Applicant_30,Dept_4,2024-09-21,18:00-19:00
30,Applicant_30,Dept_3,2024-09-25,11:00-13:00
30,Applicant_30,Dept_4,2024-09-26,18:00-19:00
30,Applicant_30,Dept_4,2024-09-23,15:00-17:00
30,Applicant_30,Dept_3,2024-09-24,10:00-12:00
31,Applicant_31,Dept_2,2024-09-20,16:00-18:00
31,Applicant_31,Dept_2,2024-09-20,19:00-20:00
31,Applicant_31,Dept_3,2024-09-20,10:00-11:00
31,Applicant_31,Dept_2,2024-09-22,14:00-15:00
31,Applicant_31,Dept_3,2024-09-22,18:00-19:00
31,Applicant_31,Dept_3,2024-09-23,11:00-12:00
32,Applicant_32,Dept_2,2024-09-22,18:00-20:00
32,Applicant_32,Dept_2,2024-09-22,11:00-12:00
32,Applicant_32,Dept_4,2024-09-19,18:00-20:00
32,Applicant_32,Dept_4,2024-09-20,11:00-12:00
32,Applicant_32,Dept_4,2024-09-26,19:00-21:00
32,Applicant_32,Dept_2,2024-09-25,11:00-12:00
32,Applicant_32,Dept_4,2024-09-25,11:00-13:00
32,Applicant_32,Dept_2,2024-09-24,11:00-12:00
33,Applicant_33,Dept_4,2024-09-22,13:00-15:00
33,Applicant_33,Dept_4,2024-09-21,12:00-14:00
33,Applicant_33,Dept_3,2024-09-21,10:00-12:00
33,Applicant_33,Dept_4,2024-09-21,18:00-19:00
33,Applicant_33,Dept_4,2024-09-24,13:00-14:00
33,Applicant_33,Dept_4,2024-09-20,15:00-16:00
34,Applicant_34,Dept_4,2024-09-19,11:00-12:00
34,Applicant_34,Dept_1,2024-09-24,17:00-19:00
34,Applicant_34,Dept_1,2024-09-20,15:00-17:00
34,Applicant_34,Dept_1,2024-09-21,12:00-13:00
34,Applicant_34,Dept_4,2024-09-24,18:00-19:00
34,Applicant_34,Dept_4,2024-09-21,19:00-21:00
34,Applicant_34,Dept_1,2024-09-21,19:00-20:00
35,Applicant_35,Dept_2,2024-09-19,10:00-11:00
35,Applicant_35,Dept_2,2024-09-20,16:00-17:00
35,Applicant_35,Dept_2,2024-09-25,10:00-11:00
35,Applicant_35,Dept_2,2024-09-20,10:00-12:00
35,Applicant_35,Dept_2,2024-09-24,09:00-11:00
35,Applicant_35,Dept_3,2024-09-20,18:00-19:00
35,Applicant_35,Dept_3,2024-09-19,17:00-19:00
35,Applicant_35,Dept_2,2024-09-22,10:00-11:00
36,Applicant_36,Dept_1,2024-09-23,16:00-18:00
36,Applicant_36,Dept_1,2024-09-24,18:00-20:00
36,Applicant_36,Dept_3,2024-09-24,14:00-15:00
36,Applicant_36,Dept_1,2024-09-19,14:00-15:00
36,Applicant_36,Dept_3,2024-09-24,09:00-11:00
36,Applicant_36,Dept_1,2024-09-21,14:00-15:00
36,Applicant_36,Dept_3,2024-09-25,09:00-10:00
37,Applicant_37,Dept_1,2024-09-19,13:00-14:00
37,Applicant_37,Dept_2,2024-09-25,18:00-19:00
37,Applicant_37,Dept_2,2024-09-19,12:00-13:00
37,Applicant_37,Dept_1,2024-09-26,14:00-16:00
37,Applicant_37,Dept_2,2024-09-22,10:00-11:00
37,Applicant_37,Dept_2,2024-09-19,13:00-14:00
37,Applicant_37,Dept_1,2024-09-25,17:00-18:00
37,Applicant_37,Dept_1,2024-09-24,10:00-11:00
38,Applicant_38,Dept_1,2024-09-24,14:00-16:00
38,Applicant_38,Dept_3,2024-09-23,17:00-18:00
38,Applicant_38,Dept_3,2024-09-19,11:00-12:00
38,Applicant_38,Dept_3,2024-09-26,17:00-19:00
38,Applicant_38,Dept_3,2024-09-22,18:00-20:00
38,Applicant_38,Dept_1,2024-09-23,18:00-20:00
39,Applicant_39,Dept_2,2024-09-26,10:00-11:00
39,Applicant_39,Dept_2,2024-09-26,18:00-20:00
39,Applicant_39,Dept_1,2024-09-20,17:00-19:00
39,Applicant_39,Dept_1,2024-09-24,15:00-16:00
39,Applicant_39,Dept_2,2024-09-25,14:00-15:00
39,Applicant_39,Dept_1,2024-09-20,18:00-20:00
39,Applicant_39,Dept_1,2024-09-19,13:00-14:00
39,Applicant_39,Dept_2,2024-09-22,13:00-14:00
39,Applicant_39,Dept_2,2024-09-22,14:00-15:00
40,Applicant_40,Dept_2,2024-09-23,17:00-19:00
40,Applicant_40,Dept_1,2024-09-19,18:00-20:00
40,Applicant_40,Dept_1,2024-09-19,10:00-11:00
40,Applicant_40,Dept_2,2024-09-26,12:00-13:00
40,Applicant_40,Dept_2,2024-09-25,10:00-12:00
40,Applicant_40,Dept_2,2024-09-20,13:00-14:00
40,Applicant_40,Dept_2,2024-09-23,14:00-16:00
40,Applicant_40,Dept_2,2024-09-25,17:00-19:00
40,Applicant_40,Dept_1,2024-09-22,19:00-20:00
41,Applicant_41,Dept_3,2024-09-23,13:00-15:00
41,Applicant_41,Dept_2,2024-09-26,10:00-12:00
41,Applicant_41,Dept_2,2024-09-25,11:00-13:00
41,Applicant_41,Dept_2,2024-09-25,16:00-18:00
41,Applicant_41,Dept_2,2024-09-25,15:00-17:00
41,Applicant_41,Dept_2,2024-09-26,19:00-20:00
42,Applicant_42,Dept_1,2024-09-19,11:00-12:00
42,Applicant_42,Dept_1,2024-09-24,15:00-17:00
42,Applicant_42,Dept_2,2024-09-20,16:00-18:00
42,Applicant_42,Dept_2,2024-09-25,15:00-17:00
42,Applicant_42,Dept_1,2024-09-26,17:00-18:00
42,Applicant_42,Dept_2,2024-09-19,15:00-16:00
42,Applicant_42,Dept_1,2024-09-23,15:00-17:00
42,Applicant_42,Dept_2,2024-09-24,18:00-19:00
43,Applicant_43,Dept_1,2024-09-19,19:00-20:00
43,Applicant_43,Dept_1,2024-09-22,14:00-16:00
43,Applicant_43,Dept_1,2024-09-22,16:00-18:00
43,Applicant_43,Dept_1,2024-09-24,09:00-11:00
43,Applicant_43,Dept_1,2024-09-24,14:00-16:00
43,Applicant_43,Dept_1,2024-09-19,13:00-15:00
43,Applicant_43,Dept_1,2024-09-19,12:00-14:00
43,Applicant_43,Dept_3,2024-09-22,16:00-18:00
43,Applicant_43,Dept_1,2024-09-19,15:00-17:00
44,Applicant_44,Dept_4,2024-09-25,09:00-10:00
44,Applicant_44,Dept_3,2024-09-22,14:00-16:00
44,Applicant_44,Dept_4,2024-09-20,13:00-15:00
44,Applicant_44,Dept_3,2024-09-26,09:00-10:00
44,Applicant_44,Dept_4,2024-09-22,17:00-19:00
44,Applicant_44,Dept_4,2024-09-26,16:00-17:00
44,Applicant_44,Dept_4,2024-09-23,09:00-11:00
44,Applicant_44,Dept_3,2024-09-20,15:00-17:00
44,Applicant_44,Dept_3,2024-09-20,15:00-16:00
45,Applicant_45,Dept_4,2024-09-23,17:00-18:00
45,Applicant_45,Dept_4,2024-09-19,13:00-14:00
45,Applicant_45,Dept_2,2024-09-25,17:00-19:00
45,Applicant_45,Dept_2,2024-09-20,09:00-11:00
45,Applicant_45,Dept_2,2024-09-20,14:00-16:00
45,Applicant_45,Dept_4,2024-09-24,12:00-14:00
45,Applicant_45,Dept_2,2024-09-22,09:00-11:00
45,Applicant_45,Dept_4,2024-09-22,14:00-15:00
45,Applicant_45,Dept_4,2024-09-20,19:00-21:00
45,Applicant_45,Dept_4,2024-09-21,12:00-14:00
46,Applicant_46,Dept_4,2024-09-25,09:00-11:00
46,Applicant_46,Dept_1,2024-09-20,14:00-15:00
46,Applicant_46,Dept_4,2024-09-20,14:00-15:00
46,Applicant_46,Dept_1,2024-09-24,10:00-11:00
46,Applicant_46,Dept_1,2024-09-23,17:00-18:00
46,Applicant_46,Dept_4,2024-09-26,15:00-17:00
46,Applicant_46,Dept_4,2024-09-23,14:00-16:00
46,Applicant_46,Dept_1,2024-09-23,19:00-21:00
47,Applicant_47,Dept_2,2024-09-22,19:00-21:00
47,Applicant_47,Dept_3,2024-09-20,18:00-19:00
47,Applicant_47,Dept_3,2024-09-20,12:00-13:00
47,Applicant_47,Dept_3,2024-09-23,12:00-13:00
47,Applicant_47,Dept_3,2024-09-22,11:00-12:00
47,Applicant_47,Dept_2,2024-09-25,19:00-21:00
47,Applicant_47,Dept_3,2024-09-19,10:00-11:00
48,Applicant_48,Dept_1,2024-09-22,18:00-19:00
48,Applicant_48,Dept_3,2024-09-20,13:00-14:00
48,Applicant_48,Dept_1,2024-09-21,11:00-13:00
48,Applicant_48,Dept_3,2024-09-21,11:00-12:00
48,Applicant_48,Dept_1,2024-09-21,13:00-15:00
48,Applicant_48,Dept_3,2024-09-24,10:00-12:00
48,Applicant_48,Dept_3,2024-09-21,14:00-15:00
48,Applicant_48,Dept_3,2024-09-23,15:00-16:00
49,Applicant_49,Dept_4,2024-09-21,18:00-20:00
49,Applicant_49,Dept_4,2024-09-25,16:00-18:00
49,Applicant_49,Dept_3,2024-09-20,13:00-15:00
49,Applicant_49,Dept_4,2024-09-25,19:00-20:00
49,Applicant_49,Dept_3,2024-09-23,17:00-18:00
49,Applicant_49,Dept_4,2024-09-23,17:00-19:00
49,Applicant_49,Dept_3,2024-09-21,10:00-12:00
49,Applicant_49,Dept_3,2024-09-26,15:00-17:00
49,Applicant_49,Dept_4,2024-09-24,11:00-13:00
50,Applicant_50,Dept_1,2024-09-19,16:00-18:00
50,Applicant_50,Dept_1,2024-09-21,16:00-18:00
50,Applicant_50,Dept_2,2024-09-21,19:00-20:00
50,Applicant_50,Dept_1,2024-09-21,11:00-12:00
50,Applicant_50,Dept_2,2024-09-23,12:00-14:00
50,Applicant_50,Dept_2,2024-09-26,11:00-12:00
