Applicant_ID,Name,Department,Date_K,Start_Time,End_Time,Duration_Minutes
52,Applicant_52,Dept_3,3,17:00,17:15,15
96,Applicant_96,Dept_4,3,17:00,17:15,15
96,Applicant_96,Dept_2,3,17:15,17:30,15
16,Applicant_16,Dept_1,3,18:00,18:15,15
87,Applicant_87,Dept_3,3,18:00,18:15,15
47,Applicant_47,Dept_1,3,19:00,19:15,15
55,Applicant_55,Dept_2,3,19:00,19:15,15
97,Applicant_97,Dept_3,3,19:00,19:15,15
35,Applicant_35,Dept_4,3,19:00,19:15,15
8,Applicant_8,Dept_2,4,09:00,09:15,15
36,Applicant_36,Dept_3,4,09:00,09:15,15
11,Applicant_11,Dept_1,4,10:00,10:15,15
28,Applicant_28,Dept_3,4,10:00,10:15,15
33,Applicant_33,Dept_1,4,11:00,11:15,15
99,Applicant_99,Dept_2,4,12:00,12:15,15
59,Applicant_59,Dept_3,4,12:00,12:15,15
54,Applicant_54,Dept_4,4,12:00,12:15,15
72,Applicant_72,Dept_2,4,12:15,12:30,15
57,Applicant_57,Dept_4,4,12:15,12:30,15
33,Applicant_33,Dept_4,4,12:30,12:45,15
70,Applicant_70,Dept_4,4,13:00,13:15,15
3,Applicant_3,Dept_3,4,14:00,14:15,15
100,Applicant_100,Dept_1,4,15:00,15:15,15
78,Applicant_78,Dept_2,4,15:00,15:15,15
50,Applicant_50,Dept_4,4,15:00,15:15,15
22,Applicant_22,Dept_3,4,16:00,16:15,15
43,Applicant_43,Dept_1,4,17:00,17:15,15
99,Applicant_99,Dept_4,4,17:00,17:15,15
100,Applicant_100,Dept_4,4,17:15,17:30,15
11,Applicant_11,Dept_4,4,18:00,18:15,15
74,Applicant_74,Dept_3,4,19:00,19:15,15
43,Applicant_43,Dept_4,4,19:00,19:15,15
65,Applicant_65,Dept_4,4,19:15,19:30,15
58,Applicant_58,Dept_1,5,10:00,10:15,15
35,Applicant_35,Dept_3,5,10:00,10:15,15
81,Applicant_81,Dept_4,5,10:00,10:15,15
31,Applicant_31,Dept_3,5,10:15,10:30,15
75,Applicant_75,Dept_3,5,11:00,11:15,15
81,Applicant_81,Dept_1,5,12:00,12:15,15
51,Applicant_51,Dept_3,5,12:00,12:15,15
44,Applicant_44,Dept_4,5,12:00,12:15,15
72,Applicant_72,Dept_1,5,13:00,13:15,15
34,Applicant_34,Dept_2,5,13:00,13:15,15
61,Applicant_61,Dept_3,5,13:00,13:15,15
57,Applicant_57,Dept_1,5,14:00,14:15,15
95,Applicant_95,Dept_1,5,15:00,15:15,15
42,Applicant_42,Dept_2,5,15:00,15:15,15
37,Applicant_37,Dept_3,5,15:00,15:15,15
14,Applicant_14,Dept_2,5,15:15,15:30,15
28,Applicant_28,Dept_1,5,16:00,16:15,15
21,Applicant_21,Dept_2,5,16:00,16:15,15
47,Applicant_47,Dept_4,5,16:00,16:15,15
20,Applicant_20,Dept_1,5,17:00,17:15,15
80,Applicant_80,Dept_4,5,17:00,17:15,15
89,Applicant_89,Dept_1,5,17:15,17:30,15
6,Applicant_6,Dept_4,5,17:15,17:30,15
31,Applicant_31,Dept_2,5,19:00,19:15,15
2,Applicant_2,Dept_1,6,09:00,09:15,15
84,Applicant_84,Dept_1,6,11:00,11:15,15
94,Applicant_94,Dept_4,6,11:00,11:15,15
30,Applicant_30,Dept_2,6,12:00,12:15,15
77,Applicant_77,Dept_3,6,12:00,12:15,15
86,Applicant_86,Dept_4,6,12:00,12:15,15
73,Applicant_73,Dept_1,6,14:00,14:15,15
37,Applicant_37,Dept_1,6,14:15,14:30,15
39,Applicant_39,Dept_1,6,15:00,15:15,15
48,Applicant_48,Dept_4,6,15:00,15:15,15
97,Applicant_97,Dept_2,6,17:00,17:15,15
66,Applicant_66,Dept_4,6,18:00,18:15,15
94,Applicant_94,Dept_2,6,19:00,19:15,15
84,Applicant_84,Dept_3,7,10:00,10:15,15
46,Applicant_46,Dept_1,7,12:00,12:15,15
83,Applicant_83,Dept_2,7,12:00,12:15,15
6,Applicant_6,Dept_2,7,13:00,13:15,15
40,Applicant_40,Dept_2,7,14:00,14:15,15
10,Applicant_10,Dept_4,7,14:00,14:15,15
70,Applicant_70,Dept_3,7,15:00,15:15,15
50,Applicant_50,Dept_2,7,17:00,17:15,15
56,Applicant_56,Dept_2,7,17:15,17:30,15
76,Applicant_76,Dept_1,7,18:00,18:15,15
62,Applicant_62,Dept_1,8,09:00,09:15,15
5,Applicant_5,Dept_2,8,09:00,09:15,15
67,Applicant_67,Dept_2,8,09:15,09:30,15
63,Applicant_63,Dept_2,8,10:00,10:15,15
29,Applicant_29,Dept_4,8,10:00,10:15,15
63,Applicant_63,Dept_4,8,10:15,10:30,15
25,Applicant_25,Dept_4,8,14:00,14:15,15
15,Applicant_15,Dept_4,8,15:00,15:15,15
98,Applicant_98,Dept_3,8,18:00,18:15,15
83,Applicant_83,Dept_3,8,18:15,18:30,15
29,Applicant_29,Dept_2,8,19:00,19:15,15
